,Filename,Proficiency,Age,L1,Age_Exposure,Years_Study,Text
39,DE_SP_B2_23_16_14_AQ,B2 (upper intermediate),23,German,7,16.0,okay in this video I can see Charlie Chaplin who walks through his street uh the streets are dusty and the houses appear a bit fragile because every time uh e= every time he passes the houses some things fall down uh / yeah and he always uh passage outside because he doesn’t want to be hit by things uh uh someti= some= after a a while he reaches a place where a dustbin stands and behind one of these dustbins he finds a little baby uh at first it seems that somebody has dropped the baby especially a woman who has a push chair with another baby inside so he decides to go to the woman and tell her that she lost the child but the woman didn’t doesn’t want to believe him and appeared a bit angry she might assume that it’s not her child because uh he wants to get rid of it so I think that he wants to make xxx to care for the child so Cha=Chaplin takes the child back and goes goes ‘n’ leaves the woman alone and wants to bring the child back to where he found it but then meets a policeman and he uh / actually xxx Charlie Chaplin who takes the child back and tries to give it to the man with the walking stick and uh then he gives it really to the man and puts it in his arms and escapes from the situation but the man doesn’t want to hurt the child either and he puts it back into the woman’s care but then the woman discovers that the child that he xxx Charlie Chaplin xxx and forces him to to take the child back and she also calls the policeman with xxx Charlie Chaplin take the child back and goes away and then he sits on the street and considers to throw the child in a gully but then he stops and now looks in the child’s xxx please care ‘n’ love this orphan child he feels sorry for the child xxx and he decides to care for the child xxx
40,DE_SP_C1_19_11_13_MP,C1 (lower advanced),19,German,8,11.0,One day / there was / Jim and he had a dog and both find a frog / and they put him / put it into a glass / and they looked it and they washed it 7 and they had great fun with it / but suddenly / during the night when Jim and his dog were asleep the frog decided to escape / when they / were awake they realized the frog had gone / and they didn't know where h it went and / they tried to catch it back to search it and they couldn't find it they went into the forest and they / looked everywhere but they couldn't see the frog / Jim even climbed a tree / and his dog watched everywhere but couldn't couldn't find the / frog / Jim actually shouted / frog where are you frog where are you / he couldn't find it / and the dog even looked under / a rock / and even there the frog couldn't be seen / Jim climbed the rock and shouted / they couldn't find the frog and couldn't recognize anything / the frog was gone / suddenly / there was an elk / and Jim had thought it was an / it was a rock / yet this rock turned out to be the elk and suddently Jim was on top of the elk / and by accident the elk threw him down the cliffs / also his dog was thrown into a pond / and both fell into the water and / when they were trying to get out of the water / they recognized and they realized oh there is the frog and / finally they knew why the frog had gone / he had visited / them for a very short time actually he wanted to go back / to his family / he had / five six little children baby frogs and he wanted to go back to his family / so finally Jim and his dog waved and said ok good by stay with your family / and live free / so they left the frog and his family / at the pond and went home / and everyone was lucky.
41,DE_SP_C1_19_9_14_AK,C1 (lower advanced),19,German,10,9.0,okay the video was about uh the figure or the person Charlie Chaplin uh I think he was a comedian and it’s about uh the story that he finds a child on the street and uh he picks it up but he doesn’t know what to do with it so he tries to get rid of it in several ways for example he tries to uh hand it over to a woman but uh she obviously doesn’t wan’it uh so so she gives it back to him and so on and he tries to hand it over to a man but he uh also gives it back to him so he ends up with this child and uh at one point he also thinks about dropping it down a drain but then he’s like nah better not do it and then uh he finds a a letter uh which is uh like the child is put into a blanket and he finds it in his blanket and on this letter there is hhh a message saying that uh this is an orphan and someone should uh take care of it ‘n’ love it and uh yeah that’s basically it
42,DE_SP_C1_20_12.5_14_JV,C1 (lower advanced),20,German,8,12.5,okay in this video a man is walking down the streets he finds a baby lying on the ground and takes it then he sees a woman walking by with another baby and puts it to the other baby because he’s thinking that she lost the baby the woman argues with him and he has to take it back then he tries to put it back where he found it where he found it yeah and a police man is walking by so he has to take it back again then again uh then he tries to trick an old man to holding the baby while he’s pretending to tie his shoes and then he’s running away uh through some accidents the old man is putting the baby to the other baby from the woman from beforehand hhh and the woman sees the man who actually found the baby walking by and argues again with him so he has to take it back hhh then he sits down with the baby on his arms and uh finds a letter in his clothe that is saying that this baby is an orphan child and then he decides to take care of it
43,DE_SP_C1_21_10_14_AE,C1 (lower advanced),21,German,11,10.0,okay so first of all the scene starts in black and white and keeps on being in black and white as well Cha= Cha= Charles Chaplin uh rumbles out of a building and finds himself on the street uh he walks down the street and finds a baby on the ground uh the baby seems to be without any care there's no parents around it or anything so he picks it up uh and doesn't really know what to do with it so the first thing he does he tries to put it in another child wagon uh but the mother doesn't want him to so uh she tells him to take the baby back uh his next attempt to get rid of the baby is uh when he tries to just put it on the ground but the police officer finds him and tells him not to do that so he put he takes it back and his next attempt is a little bit more successful when he tries to put it into the arms of another man the other man uh on the other hand he puts it back into the child wagon where Charlie Chaplin first tried to put it in and when Charlie Chaplin randomly ran past the street the mother came back and saw him running so she caught him up and put the baby back into his arms so he was again with the baby uh and the last thing is when he sits on the ground ‘n’ thinks of even putting it into uh just somewhere in the streets uh he he reads a card uh where you can read letters uh please love and care for this child and in this moment he starts to get attached to the child and maybe even sees his destiny in becoming a father to the child / yeah that's it
44,DE_SP_C1_21_11_13_AT,C1 (lower advanced),21,German,10,11.0,One day Tom his dog Penny and his frog / were talking before Tommy went to bed and while he was sleeping his frog disappeared so the next morning when they woke up they were really sad and went into the forest to search for the frog hhh but they couldn't find him because he was hiding pretty good and after a while they were meeting another animal in the forest by whom they were pushed into the water hhh and Tom and his dog were still not able to find the frog so they continued searching and after five hours hhh they found their frog with partner and those little frog babies so Tommy and hhh his dog went home and left the frog with his family in the forest.
45,DE_SP_C1_21_11_13_FL,C1 (lower advanced),21,German,10,11.0,One day in the evening Tommy and his little dog Charly watched a frog sitting in a glass / the morning after / when when Tommy awoke hhh the frog was was gone and he was wondering about it / Tommy and his little dog Charly decided to look for the frog and went outside to find him / xxx / they went / into a forest / and / when when Tommy started shouting for the frog / little Charly hhh hit uh behind hhh a big stump / suddenly hhh a deer stood behind Tommy and he and his dog fell into a into the water / he was Tommy was able to / yes to jump on the / on a uhm / yes a piece of wood and there / he and his (.) his little dog found some frogs / standing in the water Charly / said good-by and he and his little dog went home.
46,DE_SP_C1_21_16_13_DU,C1 (lower advanced),21,German,5,16.0,One day there was a little boy with his dog sitting on the bedroom floor / and they had a glass standing / between them with the frog inside / uh / when they went to bed the frog used the situation to climb out of the glass and flee and uh when they woke up they discovered the glass / empty without the frog and they started to search for him / they / went into the woods / and / screamed and / searched behind the trees in holes of the trees and then the little boy climbed up onto a rock where there is a an animal standing behind / and / then / gets / caught by / got caught by the the animal and fells down / uh a cliff into a lake and / the dog is / falling with him / then he tries to climb out of the lake and gets over a piece of wood / and when he climbs over this wood he discovers the family of frogs and he uh / notices that this is his frog with his family and / is very happy and surprised and / leaves the frog family / behind in the woods near to the lake.
47,DE_SP_C1_22_9_13_LV,C1 (lower advanced),22,German,10,9.0,One day uh a boy found a frog uh in his garden and put it into uh a glass and / watches the frog nearly all day uh with his dog together and at night uh the do= the frog / escaped the glass and uh on the next morning uh the dog and the boy uh weren't able to find the frog anymore so they went into uh the forest and searched after the dog uh the frog together and they couldn't really find it uh the frog / and uh sudden= suddenly they they climbed on / on on a hill and there was an elk and they were hit by the elk and fell into a sea or a lake and uh / when they cl= climbed out of the lake uh they found the frog uh with all his family with his mother brothers sisters father and they decided that that they cannot take him back home again and uh take him away from his family and / in the end the frog stayed with his family and the boy and the dog uh went back home alone.
48,DE_SP_C1_27_21_13_AA,C1 (lower advanced),27,German,5,21.0,This story is about a boy who had a a frog in his uh sleeping room uh and a speci=  special container for it I think it's made of glass and a dog as well and once when a boy went to sleep with his dog / together the frog get out from the glass / so and then he woke up and seem that the frog is not there anymore and h= he went to uh search for it / and he was l= looking everywheree he went to the forest and then / he climbed a tree / uh he looked inside the / uh / inside the tree and then he was you know / uh / calling uh the frog all the time but it wasn't there / and then he in the forest he met a deer and hhh uh he had a  / kind of fight with it hhh and uh because of that he fell into the / swamp I am not sure or lake or something like that and hhh uh he got wet / and hhh but by / inci= accident he  have seen a frog family over there hhh near the swamp and uh he was very glad to see his frog again and uh he was glad / that / yeah that the frog got friends / and / children obviously hhh so make the story / has uh the happy end.
49,DE_SP_C1_19_10_13_CD,C1 (lower advanced),19,German,8,10.0,"Uh so uh there is a little boy who uh has a frog in uh in a glass and uh yeah he seems to be his friend I don't know uh and in the evening he goes uh to sleep uh while his uh frog leaves the glass and uh jumps away so he is gone the next day when the young boy uh wakes up and uh yeah I think he is quite sad so he keeps looking for his friend for the frog uh ous= outside his house in uh some kind of forest and uh he and his little dog they uh they try to try to find him and look into some kind of tree and also uh he walks up a rock and no uh hhh says his name probably and uh / then he uh he gets stuck with some kind of deer who is uh hhh withstanding behind this rock and uh which is no this this animals moves and uh they he he falls into some kind of some kind of lake or or sea I can't really see that but he uh he falls down and uh / yeah this is one of the instance that happen while while searching this this frog and later on he uh he looks uh behind some kind of tree and actually finds his do= uh his frog uh / because I think that frog has for it may by may be his family I don't know because there are multiple frogs with uh with whom he you know he is engaged with and then later on uh in the end uh the little boy and dog they I guess they are going home so uh they are walking and / uh yeah hhh they I I think he leaves uh his his his frog his friend with the other frogs because he know that he is happy there so,uh I suppose uh may be may be the moral of the story is that uh you should set something free that you love because uh yeah the little frog seems to be quite happy and uh yeah he goes home and may be he is going to come back and visit him at some point."
50,DE_SP_C1_20_12_14_JK,C1 (lower advanced),20,German,8,12.0,okay so the video starts and we see Charlie Chaplin walking walking down the street with a cigarette and then he sees a baby just lying on the fl= on the ground and he goes by it and picks it up and is asking himself what what is up here and looks around and he sees no one and he walks walks out of the corner of the street where he where he found the baby and sees a woman with a buggy with another child in it and uh he sees the woman going into a shop and leaving the buggy down uh on the street and uh he he has the idea to just put the baby into the buggy because I don't know maybe he thinks two is the same as one and he puts the baby in the buggy then the woman comes out and sees it and she's very upset and uh wants wants Charlie Chaplin to uh take the baby back uh which he does and he's walking around with baby in his arms and still doesn't really know what to do with it and then he goes back into the corner where the he found the baby and just tries to put it back uh but after he turns around there's a policeman standing in front of him looking at him and Charlie Chaplin is of course a bit frightened and picks the baby back up and is / yeah fs= uh looking for another way to get rid of it basically uh he giv= goes to a man who's just walking arou= down the street and puts the baby in his arms the man is a bit confused and in a similar situation as Charlie Chaplin himself with a baby and tries try to chase Charlie Chaplin down who's running away uh Charlie Chaplin hides behind uh behind uh behind a wall and the man can’t find him so the man t= actually tries the same and puts the baby into the buggy of the same woman uh she does not notice but after that Charlie Chaplin comes along happy that he get rid of the baby and he sees Charlie Chaplin and remembers him and sees the second baby that is in her buggy so she thinks that Charlie Chaplin put it back in there again so she punches him with her with her uh uh thing that keeps the rain away uh and he again has to take the baby back and is pretty clueless about what to do next and goes with the baby to to a street and sits down and finally looks at the baby for the first time for like more than a second and he finds a letter and looks at the letter and it says love and care for this orphan child ‘n’ then he realizes that the baby is still a human being and he smiles and it seems like he wants to take care of it now
51,DE_SP_C1_20_12_14_KHM,C1 (lower advanced),20,German,8,12.0,so the story starts off with the main character wearing a top hat and a coat walking down an alley and some construction workers are throwing bricks and like trash from the buildings so the character dodges some but suddenly gets hit and very angry so he lights a cigarette to calm down probably while he’s lighting a cigarette he sees a baby lying behind a trashcan and decides to pick it up hhh so then a woman with a stroller comes by and he assumes that it's hi= her baby so he goes to the st= stroller and lays it in hhh but the woman the woman gets angry and I think she hits him but at least he's she's screaming at him so he takes the baby out and tries to / lay it back to the trashcan because it's not him but a policeman sees him and he decides to pick it up again and go away because he don't want to get in trouble with the policeman so then he tries to give it to a stranger pretending he has to lace his shoes so he's giving it to the stranger the stranger is holding the baby and he pretends to lace his shoes then he runs away from the stranger and he’s hiding the stranger then tries the same trick as the uh protagonist or the top hat man and is laying the baby in the same cart from the same woman from before hhh so and then the protagonist comes from his hiding spot down the alley no down the street from the alley where the woman with the now again wrong baby is standing with the stroller and then she notices him ‘n’ is assuming that he put the baby inside again so he hits him and is calling the policeman from before and then the protagonist has to pick up the g= the baby again from the stroller and is thinking about another way to get rid of it so he goes to some kind of / alley or street and is sitting down next to a sewer and is trying to or is at least thinking about throwing the baby in the sewer so he's opening the canal closure and thinks about it for a second but then decides to not do it and is holding the baby in his arms while it's doing that he is finding i= a little note saying please take care of this orphan or please love it and that's basically the last scene and he decides to keep it I guess
52,DE_SP_C1_20_12_14_NR,C1 (lower advanced),20,German,8,12.0,uh we can see Charlie Chaplin walking through the streets ‘n’ there’re two persons I think there first we ca= we can see the first person throwing trash on him ‘n’ bu= we ca= uh we can’t see the second person hhh / uh after the second person throws the trash on him / uh he gets angry and lights a cigarette hhh / uh after that he finds the baby covered in sheets laying / on the street / uh hhh uh he picks it up and sees a woman walking walking pass with a / baby buggy and he thinks th= maybe the mother lost her baby and he tries to catch her and hhh / uh wanted to put the baby back in the uh even puts the baby back in the uh carriage but / then it turns out that the baby / uh / the it isn’t her baby and she gets angry hhh / and then he / yeah puts the baby back uh in his arms and wants to put it back on the street but / uh after doing that a policeman appea= app= appears and hhh / uh he has to put it back up and / hhh after that yeah he tries to get rid of the baby and hhh / uh / I think yeah he hands it to an old man who cannot really walk because he only can walk with the stick and / hhh then he yeah he gifts he giv= gives it to him and runs away / ‘n’ the old man does the same as Charlie Chaplin did before / he / tries to put it back in the baby buggy baby carriage of the of the uh mother / ‘n’ walks away / but uh / after that Charlie uh / runs / passed her ‘n’ she sees him and then / hhh uh / he thinks he / tried to put the baby in there twi= uh the uh for the uh / for the second time / ‘n’ then she beats him up gets angry ‘n’ the policema= the policeman appears again / ‘n’ Charlie has to put the baby / out of the carriage again / and uh sits on the street / uh / ‘n’ even / yeah he thinks of of throwing the baby in the in the drain / in the drain is that the co= I think that is a correct word uh / hhh but in the end he didn= uh he doesn’t do that and hhh / hhh uh finds a a letter / which which says something like uh / care for this / orphan child orphan baby or something hhh / and yeah then he / hhh yeah starts to starts to en= enjoy his responsibility for the baby and / he uh yeah / he smiles ‘n’ then walks away / through a little side street
53,DE_SP_C1_21_11_13_ID,C1 (lower advanced),21,German,4,11.0,Uh one day a boy was / one day during nighttime a boy was sitting in front of his bed with his dog and they were looking at a frog in his bottle glass / ok some time later uh the frog in the bottle glass stepped out of the glass and slipped away / uh at a later time the boy was surprised and looking at his bottle glass which he'd to find out that his frog disappeared / uh soon after that the boy took his dog and went into the forest in order to look to look for the frog / uh / the boy was climbing up a tree and looked into a hole in ord= uh / because the wanted to look if the frog was there / uh meanwhile his dog went elsewhere to a tree and picked off a a / a home of a bee of bees / uh / uh meanwhile the boy went elsewhere and he find onto a / onto a rock a rock and shouted for his dog in order to uh the hope of that he uh that he heard hears what he's yelling / and uh / after the boy climbed onto the onto the rock he f= fell off the rock and didn't know what what was the cause of of this push and later on he saw that a deer kicked him off a cliff then the boy fell into a / place of water uh / yeah afterwards that his dog steadily reappeared again and helped him helped the boy uh climb up a tr= fallen off tree / uh / and then the boy and his dog were sitting on the tree and / were looking across where they saw a / a little / lake with frogs in it and then he found his frog again.
54,DE_SP_C1_21_13_13_SS,C1 (lower advanced),21,German,8,13.0,"One day, little Timmy and his dog Jasper found a frog in the in the lake in the / forest. When Timmy and Jasper went to bed the frog escaped the glass they put him into. The next morning they found the glass to be empty and the frog had escaped through the window. They searched everywhere for the little frog and uhm climbed trees and / Jasper uhm / even went for the bees looking for the frog. When Timmy climbed a huge rock he- for safety he grabbed for a branch for tree. But, oh no, it wasn't a branch of tree, it was a deer and the deer didn't liked that very much and uhm / uhh / so he ran off with Timmy on his head and uhm / Timmy fell into a pond, uh a little lake / uh down the hill. From this lake he / heard some / noises and uhm behind that tree he found a family of frogs. Their frog who escaped has a wife and tiny little frogs, frog babies. When Jasper saw that he was / happy for the frog and left without ever telling somebody / their secret."
55,DE_SP_C1_21_13_14_CJK,C1 (lower advanced),21,German,8,13.0,yes first you see Charlie Chaplin walking down an alley uh where stuff gets thrown down from the upper living rooms uh then he’ll light a stump of a cigarette uh already used up cigarette and he’ll sees a baby uh next to a garbage bin or something and he tries to f= figure out who it belongs to so he starts walking around uh but at xxx he’s doesn’t want to takes res= responsibility to take care of a child so the= he wants to to leave it again but when the policeman comes hhh he uh doesn’t not want to look like a culprit so he has to take care of the baby again so he leaves uh leaves with a woman with another baby when he sees her coming by maybe because he thinks she can already took care of one baby she’ll so must be her baby as well uh but she gets angry and tells him to takes baby again with him uh so he tries to find another way to get kind of rid of a baby without hurting it so uh he finds another man who looks like he has issues with walking so he give gives the baby to the man and then walk= uh pretends to tie his shoes and then walks away but uh this doesn’t work either because the man he gave the baby to uh finds a woman with a b= uh child from the first uh scene before and uh he gets the same sort as Charlie Chaplin putting the baby simply in the with the other one but uh then the mother comes back and notices again that this baby is in her cart and she gets angry at Charlie Chaplin when he walks by because she thinks that he must have been it again uh she hits him several times with her umbrella and the policeman comes by too again so Charlie Chaplin has again a responsibility to take care of the child and later on he’s sitting on the side of the street and he even thinks about throwing the baby in the sewage but he knows that he can’t do it he uh is too good hearted to just leave the baby but he also does not want the responsibility of the baby but then he finds out that the baby is carrying a letter which was kinda hard to read uh but it says something about uh the child being an orphan so in the end he uh went off with with a child taking care of it
56,DE_SP_C1_21_15_13_RD,C1 (lower advanced),21,German,6,15.0,Uh one day there was a little boy called Timmy and Timmy had a dog named Bo and a frog named Tammy and they were all living happily together in his little room and they were uh just about to go to bed and uh Timmy and his dog they actually went hhh to bed together and they slept and that night something special happened and uh the frog Tammy actually managed to climb out of the glass he was captured in previously and uh the next morning then when the sun was rising Timmy and his dog Bo they woke up and they were super shocked because hhh Tammy the frog was gone it it escaped and uh they were wondering where is the frog so they started to search they started to get out of the house and went into the forest that was nearby and uh Timmy and Bo they were screaming hhh the were looking in the air looking around asking themselves where is our frog Tammy and uh they actually went deep into that forest uh where they were looking into / into every single tree uh they were just trying to find s= some hints where the frog might be and then Timmy even managed to climb a really high rock he was uh he was standing on top of the rock and he put his hand to his mouth and he yelled Tammy where you xxx hhh and uh the the animals in the forest like an owl that was nearby they actually watched him and were also sort of searching around for the little frog and uh then / actually a deer came and picked up little Timmy from the big rock and uh Timmy was in shock he did not like that and uh his dog Bo followed the deer and Timmy and uh the deer then uh ran with Timmy to hhh a nearby uh river where he actually pushed the little boy and the the dog down into the river and Timmy crashed into that river really hard with his head first into the deep water and the fall looked pretty bad but Timmy actually actually survived hhh he uh he climbed upon a nearby floating tree and uh with his dog so both of them made it out of the water and they were really happy that they were alive and as a matter of fact it's just so happen that they then found the frog Tammy Tammy had just started uh to hhh build his own family her own family she is a she and uh they they were so happy to see Tammy and uh Tammy's little family alive near the floating tree where they were on and yeah that's the happy end of the story Timmy Bo and Tammy actually reunited but the dog Bo hhh and Timmy are decided to leave the frog alone with uh her own family in the forest and they just left and lived happily together ever after.
57,DE_SP_C1_23_14_14_CR,C1 (lower advanced),23,German,9,14.0,okay so in the video uh Charlie Chaplin is walking down an uh alley which is uh really s= kind of small ‘n’ dirty ‘n’ some people are uh throwing their trash out of the windows and uh at one point Charlie Chaplin gets hit by some ravish ‘n’ then he stops ‘n’ uh gets a bit angry ‘n’ then he wants to light uh a cigarette and uh while he’s doing so he recognized uh hhh a baby to his left laying on the ground uh which is lonely and he's th= then starts wondering where it’s belonging to hhh and in this moment a woman starts uh is walking by and he then thinks that the baby is belong to her belongs to her and uh so he uh takes the baby and puts uh it in the stroller or baby carriage of the woman but the woman uh is not the mother or s= uh the the woman who is belonging who the baby belongs to s= so she gets really angry uh and she see uh what Chaplin is is doing so uh she tells him tak= to take the baby back uh with him and he uh does so and uh he's not sure what he should do with the baby then and uh thinks of uh putting it back where he found it but uh I think it's a policeman uh is watching him so he takes the baby with him ‘n’ walks away and in the next scene uh he's walking by an old man and uh asking him I think uh to hold the baby for a second so he can uh close his shoes but he's just pretending and as soon as uh the older man has the baby in his arms he uh Chaplin runs away and the other man the older man is uh also not sure what to do with the baby then and uh is walking around and then sees uh a stroller which is the stroller of uh the woman Chaplin met before and he puts the baby in it and walks away and uh when the woman came out of uh the shop or house and sees the other baby in her in her stroller uh she gets really angry and Chaplin was walking by a second before and she's seeing him so she assume that he's responsible for it again and uh yeah walks uh runs through him s= and hits him with an umbrella I think and uh pulls him back to the stroller and uh yeah gets really angry and the policeman is then there again and so Chaplin has to take the baby back with him again and he's walking uh somewhere else and has a baby in his arms ‘n’ is again not sure what to do with the baby he sits down at the ground and then he sees uh that the baby has there was a letter with the baby hhh and in this letter is written that someone should please love and take care of this orphan child so he kind of starts to uh yeah like the baby ‘n’ uh takes it with him again
58,DE_SP_C1_23_18_13_TL,C1 (lower advanced),23,German,4,18.0,One day Tim and his dog found a frog outside uh of his house and he caught it / whenver he fell asleep the frog uh went out of the glass uh he was put in whenever Tim wo= woke up uh he noticed that the frog was gone so he and his dog started to look after him and went out into the woods / they were looking in old trees and in honeybees' houses and uh finally they found a / a deer behind a stone and he put him u= he put the deer put him up and his dog and poured him into a little lake / where he fall fell in / then he / he continued looking for the frog and behind a little branch of of wood he found the frog uh with his whole family / and he / was thinking about never / catching a frog again.
59,DE_SP_C1_23_18_14_EK,C1 (lower advanced),23,German,6,18.0,okay so in this short video sequence we see Charlie Chaplin walking down the street uh ‘n’ then he while he's walking he gets hit by bricks falling down from a house on the side of the road uh which kind of confuses him and he tries to find the source of those bricks and looks around and then his gaze uh meets a little baby lying uh besides an garbage bin so he he approaches the baby ‘n’ looks at it and doesn't really know what to do then he picks it up looks at it again ‘n’ then uh yeah just tries to figure out whe= where it came from uh then he sees a lady hhh with a uh pram with a pram uh and he walks walks towards her and uh tries well ‘n’ then he she the lady stops in front of a shop or anything and then he uh yeah se= secretly tries to put the baby in her pram uh / but it doesn't really work because she comes she enters the road again ‘n’ then uh she gets angry with him and he has to take the baby back from her so he continues walking down the road again and trying to look for another opportunity to get rid of the baby ‘n’ then he meets this kind of old man beggar person and he kind of / uh just puts the baby in his arms and then runs away with oh I think before he does that he tries to or he he puts the baby back on the ground besides the garbage bin uh again but he's being stopped by a policeman how sees him I forgot that anyway so uh hhh after that he uh puts the baby in this in in the arms of this beggar older elderly person whatever and runs away very fast uh / uh in the back right the the old person this old man uh is of course confused because of this baby in his arms and he wants to get rid of it as well and meets the same lady with the pram that Charlie Chaplin met before and he tries to tries the same tries in the same way to get rid of the baby by pu= putting it in the pram uh ‘n’ then he walks away and just at the moment when the lady hhh uh re-enters the scene uh Charlie Chaplin passes her which is very bad for him because she of course recognizes him ‘n’ gets angry again and yeah well he ends up with the baby in his arms again uh and then I think he's he doesn't he's not really sure what to do and he keeps on walking ‘n’ then there's this policeman I hhh I'm not sure I think he meets the policeman as= again / and he just I= I think in the end he just figures out that there's no way to get rid of this kid ‘n’ he yeah sits down on the pavement looks at the child and then he sees a little note which says uh love please love and care for this orphan child or kid whatever yeah and then he kind of finds his peace with it and smiles at the baby and stands up ‘n’ walks away
60,DE_SP_C1_23_20_14_CB,C1 (lower advanced),23,German,3,20.0,right so the video begins and you can see Charlie Chaplin walking down a street and something falls from down uh from the windows above him I guess it's bricks or something and uh after that he lights himself a cigarette when he sees a little baby uh lying in the street uh he picks up the baby and he sees a woman with a stroller and he obviously thinks it's her kid so he just puts the kid back in the stroller but the woman makes it very clear that it's not her child so he takes it back and he actually wants to put it back down uh on the floor but then a police officer comes by and uh he makes it clear that Charlie shouldn't put the child on the floor so he picks it up ‘n’ walks away uh when he walks past an elderly man hhh uh he just puts the kid into his arm and runs off and he hides while the elderly man follows him and uh the elderly man also sees the stroller of the woman so he also puts the baby in there ‘n’ walks off uh / after that Charlie again walks past the stroller ‘n’ the woman comes out of the shop and she sees him ‘n’ she obviously thinks that Charlie put the kid back in there so she follows him and makes him take the kid again Charlie then sits down uh with a kid in his arm and he actually finds a little note within uh the kid’s clothes uh which says I think it was please care for this or= please love ‘n’ care for this orphan child after that he walks off with the child with a smile in his face
61,DE_SP_C1_23_9_13_VG,C1 (lower advanced),23,German,11,9.0,Uh ok./ one day there is a little boy uh he found a frog uh and / uh gets him in a bottle / in the evening uh he stays awake with his dog and uh they watch the frog / uh / when the boy and the dog uh fall asleep / uh the frog gets out of the bottle and leaves / uh the dog wakes up uh / and both / uh worried about the frog so they leave the house too / in the morning they are searching everywhere in the forest they find some bees look in in some old trees and uh on a / little mountain uh but then they / disturb a / a reindeer more reindeer I would say uh the reindeer gets angry and uh worse worse xxx him in a lake / uh when they get out of the lake uh on the other side they / find uh / the frog with uh a female frog and a little family /  uh so they leave them there together but uh they leave with the small frog / and they wave good-by.
62,DE_SP_C1_24_11_13_KH,C1 (lower advanced),24,German,11,11.0,Yeah one day when uh the little boy Tim or when it was time for little boy Tim to go to bed he uh found a little frog inside a glass jar and his dog uh yeah named uh Bob looked inside it and Tim did so as well / and when it's finally time to go to bed nobody noticed that the little frog actually tries to jump out of the uh glass jar / in the morning when they uh both wake up uh the glass jar is empty and they start looking for a little frog who is missing they go to the forest and they uh scream for him and try to find him but after all they didn't / yeah they cannot see him they look inside a tree they shout from / top from on top of a / little rock and they also / uh try to jump on a deer so that they can see a little further / by trying to see a little further they actually fall off the deers uh / of the deer and fall into a little pond / uh / they / yeah / they managed to get out of  the pond and look a little further and then after a long day of uh looking for the frog they find his family / and see him united with his family / they are happy and leave and saw them / to have a good day.
63,DE_SP_C1_24_12_13_SN,C1 (lower advanced),24,German,8,12.0,One day there was a little boy and he had a dog as a pet and also a frog who he keeps in a glass and then he went to sleep and the frog uh basically jumped out of the glass and in the next morning uh the boy can't see the frog anymore and is lost and the dog can't see it as well so he is basically going into the uh forest and looking for the frog everywhere on the uh on the trees and everywhere he can he can imagine uh and then he is going on a little climb on the rocks and he is screaming for the frog but he can't find him / uh until suddenly there is a deer and / the deer picks up the little boy and throws him off the cliffs with his antlers and the boy is uh basically falling into the pond and is getting wet but he still can't find the frog and he is looking everywhere but afterwards behind the bushes he sees the frog family and picks up a frog and takes it home.
64,DE_SP_C1_26_16_14_RL,C1 (lower advanced),26,German,10,16.0,well the uh black ‘n’ white short film uh the kid or the baby uh is about a man Charles Chaplin and uh well it's about uh how he uh finds a baby in the streets and uh it is lying on the floor next to a big building and uh yeah he's just walking hhh around there and suddenly he uh yeah he sees it and uh yeah he he looks at it and uh yeah starts to wonder where it belongs and uh picks it up and yeah and tries to find out where it belongs and uh then a w= woman or a mother uh / comes into uh the picture and uh hhh carrying a uh baby carriage and uh with another baby in it and uh Charlie Chaplin thinks that uh maybe the child belongs or the baby belongs to that mother and uh then he uh hhh he tries to put that baby into the carriage and uh yeah tries to uh get away as uh quick as possible hhh and uh the mother whe= when the mother uh sees the baby she gets angry and uh hhh follows Charlie Chaplin and hits him and yeah gives the baby back to him and during the movie there are several different attempts from Charlie Chaplin to get rid of the baby and uh also police officer’s involved and sometimes it's uh very funny hhh how he tries to get rid of it and uh hhh in the end after yeah a few failed attempts to get rid of the baby he uh sits down with the baby uh and uh yeah and looks at it and starts to feel sorry for the baby and uh he uh hhh discovers a uh tiny uh note from the mother of the baby that says that she's sorry and uh whoever finds the baby or the orphan baby uh that he or she should care for it yeah and then he feels even more sorry and yeah and the movie is over
65,DE_SP_C1_19_10_13_DT,C1 (lower advanced),19,German,9,10.0,Uh one day a young boy and his dog found a frog and captured him in a bottle / in the evening they admired the frog and went to sleep and while they were sleeping the frog managed to escape in the morning they noticed that the frog had run away and they went into a forest to look for him they looked everywhere they climbed on trees and uh but they didn't find him then the young boy climbed on a rock and called for him while ac= but accidentially he grabbed the horn of an elk who uh threw him off a cliff into a creek uh when he got out he noticed that the that the frog uh had run away to find his family and then he grabbed the frog said good-by and went back home.
66,DE_SP_C1_19_15_13_FS,C1 (lower advanced),19,German,4,15.0,One day uh a little boy and his dog were sitting in his room and they were looking at a little frog in a glass / uh later that night the frog escaped from that glass and in the morning the little boy and his dog were very surprised where the frog went and so they went outside and / try to find the frog uh they also searched in the woods where the little boy climbed on a rock and hold on held on to a branch and suddenly uh / a deer picked him up and uh pushed him into a little lake / and the boy and the dog / uh / yeah hhh crawled out of it again and over a tree / stam lying on the ground and there they found a little frog family sitting there and also the little boy's frog and yeah afterwards they took the frog back home.
